بنگلا دیش	 Location
منتخب	 Other
کرکٹرز	 Other
5روزہ	 Other
کیمپ	 Other
میں	 Other
نماز	 Other
تراویح	 Other
کے	 Other
بعد	 Other
ٹریننگ	 Other
کیا	 Other
کریںگے،	 Other
اسپیشلسٹ	 Other
کھلاڑی	 Other
ہفتے	 Other
اور	 Other
اتوار	 Other
کی	 Other
درمیانی	 Other
شب	 Other
روانہ	 Other
ہونگے۔	 Other
 
قومی	 Other
کرکٹ	 Other
سلیکشن	 Other
کمیٹی	 Other
نے	 Other
سری لنکا	 Location
کے	 Other
خلاف	 Other
5	 Other
ایک	 Other
روزہ	 Other
میچزکی	 Other
سیریز	 Other
کے	 Other
ممکنہ	 Other
کھلاڑیوں	 Other
پر	 Other
مشاورت	 Other
مکمل	 Other
کرلی،	 Other
اعلان	 Other
پیر	 Other
کو	 Other
متوقع	 Other
ہے۔،	 Other
 
قیادت	 Other
اظہر علی	 Person
کے	 Other
سپرد	 Other
ہوگی،	 Other
سلیکٹرز	 Other
نے	 Other
احمد شہزاد	 Person
محمد حفیظ	 Person
شعیب ملک	 Person
عمراکمل	 Person
بابر اعظم	 Person
محمد رضوان	 Person
سرفراز احمد	 Person
جنید خان	 Person
اسد شفیق	 Person
عماد وسیم	 Person
انور علی	 Person
عمران خان	 Person
بلاول بھٹی	 Person
یاسر شاہ	 Person
حماد اعظم	 Person
سمیع اسلم	 Person
مختار احمد	 Person
احسان عادل	 Person
راحت علی	 Person
سعد نسیم	 Person
کے	 Other
ناموں	 Other
پر	 Other
غور	 Other
کیا۔	 Other
 
حارث سہیل	 Person
اور	 Other
وہاب ریاض	 Person
کی	 Other
شمولیت	 Other
فٹنس	 Other
سے	 Other
مشروط	 Other
ہوگی۔	 Other
 
محمد عرفان	 Person
کے	 Other
میچ	 Other
فٹ	 Other
ہونے	 Other
کا	 Other
بھی	 Other
بغور	 Other
جائزہ	 Other
لیا	 Other
جائے	 Other
گا۔	 Other
 
کپتان	 Desigation
سمیت	 Other
ون	 Other
ڈے	 Other
ٹیم	 Other
میں	 Other
شامل	 Other
کئی	 Other
کھلاڑی	 Other
پہلے	 Other
ہی	 Other
سری لنکا	 Location
میں	 Other
موجود	 Other
ہیں،	 Other
دیگر	 Other
منتخب	 Other
پلیئرز	 Other
5	 Number
روزہ	 Other
کیمپ	 Other
میں	 Other
نماز	 Other
تراویح	 Other
کے	 Other
بعد	 Other
ٹریننگ	 Other
کیا	 Other
کرینگے،رمضان	 Other
المبارک	 Other
کی	 Other
وجہ	 Other
سے	 Other
کیمپ	 Other
کا	 Other
شیڈول	 Other
معمول	 Other
سے	 Other
ہٹ	 Other
کر	 Other
ہوگا،	 Other
رات 10بجے	 Time
Other
پریکٹس	 Other
کے	 Other
بعد	 Other
بجے2	 Time
تک	 Other
فزیکل	 Other
سیشن	 Other
بھی	 Other
کیا	 Other
جائے	 Other
گا۔	 Other
 
لاہور	 Location
میں	 Other
ٹریننگ	 Other
کرنے	 Other
والے	 Other
کھلاڑی	 Other
ہفتہ	 Other
اور	 Other
اتوار	 Other
کی	 Other
درمیانی	 Other
شب	 Other
روانہ	 Other
ہوکر	 Other
سری	 Other
لنکا	 Other
میں	 Other
موجود	 Other
کرکرکٹرز	 Other
کو	 Other
جوائن	 Other
کرلیںگے۔	 Other
 
پاکستان	 Location
اور	 Other
سری لنکا	 Location
کے	 Other
مابین	 Other
ون	 Other
ڈے	 Other
سیریز	 Other
کا	 Other
پہلا	 Other
میچ	 Other
11جولائی	 Date
کو	 Other
ہوگا۔	 Other
 
چیمپئنز	 Other
ٹرافی	 Other
میں	 Other
کوالیفائی	 Other
کرنے	 Other
کے	 Other
لیے	 Other
گرین	 Other
شرٹس	 Other
کی	 Other
سیریز	 Other
میں	 Other
کامیابی	 Other
انتہائی	 Other
ضروری	 Other
ہے۔	 Other
 
وہاب ریاض	 Person
کی	 Other
انجری	 Other
کے	 Other
سبب	 Other
شرکت	 Other
مشکوک	 Other
ہے۔	 Other
 
محمد حفیظ	 Person
کا	 Other
بولنگ	 Other
ایکشن	 Other
رپورٹ	 Other
ہونے	 Other
پر	 Other
ان	 Other
کی	 Other
بطور	 Other
آل	 Other
رائونڈر	 Other
خدمات	 Other
حاصل	 Other
نہ	 Other
ہونے	 Other
کا	 Other
خدشہ	 Other
بھی	 Other
موجود	 Other
ہے۔	 Other
 
اس	 Other
صورت	 Other
میں	 Other
مہم	 Other
دشوار	 Other
ہوتی	 Other
دکھائی	 Other
دیتی	 Other
ہے۔	 Other
 
آئی سی سی	 Organization
نے	 Other
کہا	 Other
ہے	 Other
کہ	 Other
وہ	 Other
پابندی	 Other
کا	 Other
سامنا	 Other
کرنے	 Other
والے	 Other
ایسے	 Other
کرکٹروں	 Other
کو	 Other
ڈومیسٹک	 Other
کرکٹ	 Other
کھیلنے	 Other
کی	 Other
اجازت	 Other
دے	 Other
سکتا	 Other
ہے	 Other
جن	 Other
پر	 Other
عائد	 Other
پابندی	 Other
ختم	 Other
ہونے	 Other
میں	 Other
چند	 Other
ماہ	 Other
باقی	 Other
رہ	 Other
گئے	 Other
ہوں۔	 Other
 
فرانسیسی	 Other
خبر	 Other
رساں	 Other
ادارے	 Other
اے ایف پی	 Organization
کے	 Other
مطابق	 Other
آئی	 Other
سی	 Other
سی	 Other
کی	 Other
جانب	 Other
سے	 Other
جاری	 Other
ہونے	 Other
والے	 Other
بیان	 Other
کے	 Other
مطابق	 Other
آئندہ	 Other
ماہ	 Other
آئی سی سی	 Organization
کے	 Other
اجلاس	 Other
میں	 Other
کھلاڑیوں	 Other
کے	 Other
ضابطۂ	 Other
اخلاق	 Other
میں	 Other
نئے	 Other
ضابطے	 Other
کا	 Other
جائزہ	 Other
لیا	 Other
جائے	 Other
گا	 Other
جس	 Other
میں	 Other
خاص	 Other
کر	 Other
پاکستان	 Location
کے	 Other
فاسٹ	 Other
بولر	 Other
محمد عامر	 Person
کو	 Other
فائدہ	 Other
پہنچ	 Other
سکتا	 Other
ہے۔	 Other
 
محمد عامر	 Person
پر	 Other
سپاٹ	 Other
فکسنگ	 Other
کے	 Other
الزام	 Other
میں	 Other
عائد	 Other
پانچ	 Number
سالہ	 Other
پابندی	 Other
آئندہ	 Other
سال	 Other
اگست	 Other
میں	 Other
ختم	 Other
ہو	 Other
رہی	 Other
ہے۔	 Other
 
آئی سی سی	 Organization
کے	 Other
چیف ایگزیکٹیو	 Desigation
ڈیوڈ رچرڈسن	 Person
نے	 Other
تصدیق	 Other
کی	 Other
ہے	 Other
کہ	 Other
کھلاڑیوں	 Other
پر	 Other
پابندی	 Other
کے	 Other
قوانین	 Other
میں	 Other
نرمی	 Other
ہو	 Other
سکتی	 Other
ہے۔	 Other
 
انھوں	 Other
نے	 Other
دبئی	 Location
میں	 Other
آئی سی سی	 Organization
کے	 Other
ہیڈ	 Other
کوارٹر	 Other
میں	 Other
صحافیوں	 Other
سے	 Other
بات	 Other
کرتے	 Other
ہوئے	 Other
کہا:	 Other
’ترمیم	 Other
شدہ	 Other
ضابطۂ	 Other
اخلاق	 Other
پر	 Other
آئندہ	 Other
اجلاس	 Other
میں	 Other
مشاورت	 Other
کی	 Other
جائے	 Other
گی	 Other
اور	 Other
امید	 Other
ہے	 Other
کہ	 Other
نومبر	 Other
میں	 Other
ہونے	 Other
والی	 Other
میٹنگ	 Other
میں	 Other
اس	 Other
کو	 Other
فائنل	 Other
کر	 Other
دیا	 Other
جائے	 Other
گا۔	 Other
 
اگر	 Other
یہ	 Other
ترمیم	 Other
منظور	 Other
ہو	 Other
جاتی	 Other
ہے	 Other
تو	 Other
اس	 Other
صورت	 Other
میں	 Other
پابندی	 Other
کا	 Other
سامنا	 Other
کرنے	 Other
والے	 Other
کھلاڑی	 Other
کو	 Other
آئی سی سی	 Organization
سے	 Other
ڈومسیٹک	 Other
کرکٹ	 Other
کھیلنے	 Other
کی	 Other
اجازت	 Other
لینے	 Other
کے	 Other
لیے	 Other
درخواست	 Other
دینا	 Other
ہو	 Other
گی۔	 Other
 
ڈومیسٹک	 Other
کرکٹ	 Other
کی	 Other
اجازت	 Other
دینے	 Other
سے	 Other
پہلے	 Other
آئی سی سی	 Organization
کے	 Other
انسداد	 Other
بدعنوانی	 Other
اور	 Other
سکیورٹی	 Other
یونٹ	 Other
کی	 Other
سفارشات	 Other
کے	 Other
علاوہ	 Other
اس	 Other
کھلاڑی	 Other
کے	 Other
کرکٹ	 Other
بورڈ	 Other
اور	 Other
آئی سی سی	 Organization
کے	 Other
بورڈ	 Other
کو	 Other
اس	 Other
کھلاڑی	 Other
کو	 Other
کلئیر	 Other
کرنا	 Other
ہو	 Other
گا۔	 Other
 
گذشتہ	 Other
سال	 Other
پاکستان کرکٹ بورڈ	 Organization
نے	 Other
آئی سی سی	 Organization
سے	 Other
محمد عامر	 Person
پر	 Other
عائد	 Other
پابندی	 Other
نرم	 Other
کرنے	 Other
کی	 Other
درخواست	 Other
کی	 Other
تھی	 Other
جس	 Other
کے	 Other
بعد	 Other
آئی سی سی	 Organization
نے	 Other
اس	 Other
معاملے	 Other
کا	 Other
جائزہ	 Other
لینے	 Other
کے	 Other
لیے	 Other
ایک	 Other
کمیٹی	 Other
تشکیل	 Other
دی	 Other
تھی۔	 Other
 
سپاٹ	 Other
فکسنگ	 Other
میں	 Other
ملوث	 Other
دیگر	 Other
دو	 Other
کھلاڑیوں	 Other
محمد آصف	 Person
اور	 Other
سلمان بٹ	 Person
نے	 Other
بھی	 Other
خصوصی	 Other
نرمی	 Other
برتنے	 Other
کی	 Other
خواہش	 Other
کا	 Other
اظہار	 Other
کرتے	 Other
ہوئے	 Other
کرکٹ	 Other
بورڈ	 Other
پر	 Other
صرف	 Other
محمد عامر	 Person
کا	 Other
معاملہ	 Other
اٹھانے	 Other
پر	 Other
تنقید	 Other
کی	 Other
تھی۔	 Other
 
محمد عامر	 Person
کی	 Other
سزا	 Other
میں	 Other
نرمی	 Other
اور	 Other
کرکٹ	 Other
میں	 Other
ان	 Other
کی	 Other
جلد	 Other
واپسی	 Other
کے	 Other
لیے	 Other
پاکستان کرکٹ بورڈ	 Organization
کی	 Other
غیرمعمولی	 Other
دلچسپی	 Other
لے	 Other
رہا	 Other
ہے۔	 Other
 
پاکستان کرکٹ بورڈ	 Organization
چاہتا	 Other
ہے	 Other
کہ	 Other
آئی سی سی	 Organization
ان	 Other
کی	 Other
سزا	 Other
میں	 Other
نرمی	 Other
کر	 Other
دے	 Other
تاکہ	 Other
وہ	 Other
پاکستان	 Other
میں	 Other
کھیلنے	 Other
کے	 Other
ساتھ	 Other
ساتھ	 Other
پاکستان کرکٹ بورڈ	 Organization
کی	 Other
تربیتی	 Other
سہولتوں	 Other
سے	 Other
فائدہ	 Other
اٹھا	 Other
سکیں	 Other
تاکہ	 Other
جب	 Other
اگست دوہزارپندرہ	 Date
میں	 Other
جب	 Other
ان	 Other
پر	 Other
پابندی	 Other
ختم	 Other
ہو	 Other
تو	 Other
وہ	 Other
بین	 Other
الاقوامی	 Other
کرکٹ	 Other
کے	 Other
لیے	 Other
تیار	 Other
ہوں۔	 Other
 
محمد عامر	 Person
پر	 Other
سنہ دوہزاردس	 Date
میں	 Other
اس	 Other
وقت	 Other
پاکستان	 Location
کرکٹ	 Other
ٹیم	 Other
کے	 Other
کپتان	 Desigation
سلمان بٹ	 Person
اور	 Other
فاسٹ	 Other
بولر	 Other
محمد آصف	 Person
سمیت	 Other
سپاٹ	 Other
فکسنگ	 Other
کے	 Other
الزامات	 Other
ثابت	 Other
ہونے	 Other
کے	 Other
بعد	 Other
کرکٹ	 Other
کھیلنے	 Other
پر	 Other
پابندی	 Other
لگا	 Other
دی	 Other
گئی	 Other
تھی۔	 Other
 
سلمان بٹ	 Person
پر	 Other
دس	 Number
سال	 Other
جبکہ	 Other
محمد عامر	 Person
پر	 Other
پانچ	 Number
سال	 Other
کی	 Other
پابندی	 Other
لگائی	 Other
گئی	 Other
تھی۔	 Other
 
مصباح الحق	 Person
کی	 Other
قیادت	 Other
میں	 Other
پاکستانی	 Other
کرکٹ	 Other
ٹیم	 Other
اب	 Other
نیوزی لینڈ	 Location
کے	 Other
ساتھ	 Other
بھی	 Other
وہی	 Other
سلوک	 Other
روا	 Other
رکھنے	 Other
کے	 Other
لیے	 Other
تیار	 Other
بیٹھی	 Other
ہے	 Other
جو	 Other
اس	 Other
نے	 Other
آسٹریلیا	 Location
کے	 Other
ساتھ	 Other
اختیار	 Other
کیا	 Other
تھا۔	 Other
 
واضح	 Other
رہے	 Other
کہ	 Other
پاکستان	 Location
نے	 Other
آسٹریلیا	 Location
کے	 Other
خلاف	 Other
ٹیسٹ	 Other
سیریز	 Other
دو	 Number
صفر	 Number
سے	 Other
جیتی	 Other
تھی۔	 Other
 
پاکستان	 Location
اور	 Other
نیوزی لینڈ	 Location
کے	 Other
درمیان	 Other
تین	 Number
ٹیسٹ	 Other
میچوں	 Other
کی	 Other
سیریز	 Other
کا	 Other
پہلا	 Other
ٹیسٹ	 Other
میچ	 Other
اتوار	 Other
سے	 Other
ابوظہبی	 Location
میں	 Other
شروع	 Other
ہورہا	 Other
ہے۔	 Other
 
اسی	 Other
میدان	 Other
میں	 Other
پاکستان	 Location
نے	 Other
آسٹریلیا	 Location
کو	 Other
تین سو چھپن	 Number
رنز	 Other
سے	 Other
شکست	 Other
دی	 Other
تھی	 Other
جو	 Other
اس	 Other
کی	 Other
ٹیسٹ	 Other
کرکٹ	 Other
میں	 Other
سب	 Other
سے	 Other
بڑی	 Other
کامیابی	 Other
بھی	 Other
ہے۔	 Other
 
مصباح الحق	 Person
اگر	 Other
نیوزی لینڈ	 Location
کے	 Other
خلاف	 Other
پہلا	 Other
ٹیسٹ	 Other
جیتنے	 Other
میں	 Other
کامیاب	 Other
ہوگئے	 Other
تو	 Other
وہ	 Other
پندرہ	 Number
کامیابیوں	 Other
کے	 Other
ساتھ	 Other
ٹیسٹ	 Other
کرکٹ	 Other
میں	 Other
پاکستان	 Location
کے	 Other
سب	 Other
سے	 Other
کامیاب	 Other
کپتان	 Other
بن	 Other
جائیں	 Other
گے۔	 Other
 
پاکستانی	 Other
ٹیم	 Other
اگر	 Other
تین	 Number
صفر	 Number
سے	 Other
بھی	 Other
یہ	 Other
سیریز	 Other
جیتنے	 Other
میں	 Other
کامیاب	 Other
ہوتی	 Other
ہے	 Other
تب	 Other
بھی	 Other
وہ	 Other
عالمی	 Other
رینکنگ	 Other
میں	 Other
تیسرے	 Other
نمبر	 Other
پر	 Other
ہی	 Other
رہے	 Other
گی	 Other
البتہ	 Other
اس	 Other
کے	 Other
اور	 Other
نمبر	 Other
دو	 Number
ٹیم	 Other
آسٹریلیا	 Location
کےدرمیان	 Other
پوائنٹس	 Other
کا	 Other
فرق	 Other
کم	 Other
ہوجائے	 Other
گا۔	 Other
 
نیوزی لینڈ	 Location
کی	 Other
ٹیم	 Other
جو	 Other
اس	 Other
وقت	 Other
عالمی	 Other
رینکنگ	 Other
میں	 Other
ساتویں	 Number
نمبر	 Other
پر	 Other
ہے	 Other
سیریز	 Other
جیتنے	 Other
کی	 Other
صورت	 Other
میں	 Other
اپنی	 Other
رینکنگ	 Other
بہتر	 Other
کرسکے	 Other
گی	 Other
اور	 Other
پاکستان	 Location
کی	 Other
رینکنگ	 Other
متاثر	 Other
ہوگی۔	 Other
 
پاکستان	 Location
نے	 Other
نیوزی لینڈ	 Location
کے	 Other
خلاف	 Other
پہلے	 Other
ٹیسٹ	 Other
کے	 Other
لیے	 Other
اسی	 Other
سولہ	 Number
رکنی	 Other
سکواڈ	 Other
کو	 Other
برقرار	 Other
رکھا	 Other
ہے	 Other
جس	 Other
نے	 Other
آسٹریلیا	 Location
کے	 Other
خلاف	 Other
سیریز	 Other
جیتی	 Other
ہے۔	 Other
 
نیوزی لینڈ	 Location
کی	 Other
ٹیم	 Other
آخری	 Other
بار	 Other
انگلینڈ	 Location
کے	 Other
خلاف	 Other
گزشتہ	 Other
سال	 Other
ٹیسٹ	 Other
سیریز	 Other
ہاری	 Other
تھی	 Other
اس	 Other
کے	 Other
بعد	 Other
سے	 Other
اس	 Other
نے	 Other
ایک	 Number
ٹیسٹ	 Other
سیریز	 Other
برابر	 Other
کھیلی	 Other
ہے	 Other
اور	 Other
تین	 Number
جیتی	 Other
ہیں	 Other
جن	 Other
میں	 Other
اسی	 Other
سال	 Other
بھارت	 Location
کے	 Other
خلاف	 Other
ایک	 Number
صفر	 Number
کی	 Other
جیت	 Other
بھی	 Other
شامل	 Other
ہے۔	 Other
 
نیوزی لینڈ	 Location
کی	 Other
موجودہ	 Other
ٹیم	 Other
میں	 Other
کپتان	 Desigation
برینڈن مک کیولم	 Person
راس ٹیلر	 Person
ولیم سن	 Person
بی جے واٹلنگ	 Person
اور	 Other
ون	 Other
ڈے	 Other
کی	 Other
تیز	 Other
ترین	 Other
سنچری	 Other
بنانے	 Other
والے	 Other
کورے اینڈرسن	 Person
شامل	 Other
ہیں۔	 Other
 
لیکن	 Other
پاکستانی	 Other
ٹیم	 Other
نیوزی لینڈ	 Location
کے	 Other
بیٹسمینوں	 Other
کی	 Other
اسپن	 Other
بولنگ	 Other
پر	 Other
کمزوری	 Other
کا	 Other
بھرپور	 Other
فائدہ	 Other
اٹھانے	 Other
کے	 Other
لیے	 Other
تیار	 Other
ہے۔	 Other
 
آسٹریلیا	 Other
کے	 Other
خلاف	 Other
سیریز	 Other
میں	 Other
پاکستانی	 Other
سپنرز	 Other
ذوالفقار بابر	 Person
اور	 Other
یاسر شاہ	 Person
نے	 Other
گرنے	 Other
والی	 Other
چالیس	 Number
میں	 Other
سے	 Other
چھبیس	 Number
وکٹیں	 Other
حاصل	 Other
کی	 Other
تھیں۔	 Other
 
محمد حفیظ	 Person
کی	 Other
کہنی	 Other
کا	 Other
خم	 Other
کتنا	 Other
ہے؟	 Other
اس	 Other
بارے	 Other
میں	 Other
آئندہ	 Other
چند	 Other
روز	 Other
میں	 Other
پتہ	 Other
چلے	 Other
گا	 Other
جب	 Other
ان	 Other
کے	 Other
بولنگ	 Other
ایکشن	 Other
کی	 Other
رپورٹ	 Other
آئےگی	 Other
لیکن	 Other
ان	 Other
کے	 Other
بازو	 Other
میں	 Other
کتنی	 Other
قوت	 Other
ہے	 Other
اس	 Other
کا	 Other
اندازہ	 Other
شارجہ	 Location
ٹیسٹ	 Other
کے	 Other
پہلے	 Other
دن	 Other
ہی	 Other
ان	 Other
کی	 Other
شاندار	 Other
سنچری	 Other
سے	 Other
ہوگیا۔	 Other
 
محمد حفیظ	 Person
ہمسٹرنگ	 Other
کی	 Other
تکلیف	 Other
کے	 Other
سبب	 Other
دبئی	 Location
ٹیسٹ	 Other
نہیں	 Other
کھیلےتھے۔	 Other
 
اسی	 Other
دوران	 Other
انھیں	 Other
اپنے	 Other
بولنگ	 Other
ایکشن	 Other
کے	 Other
بائیو	 Other
مکنیک	 Other
تجزیے	 Other
کے	 Other
لیے	 Other
انگلینڈ	 Location
بھی	 Other
جانا	 Other
پڑا	 Other
جس	 Other
سے	 Other
نمٹتے	 Other
ہی	 Other
وہ	 Other
نیوزی لینڈ	 Location
کے	 Other
بولرز	 Other
سے	 Other
دو	 Other
دو	 Other
ہاتھ	 Other
کرنے	 Other
کے	 Other
لیے	 Other
تیار	 Other
تھے۔	 Other
 
محمد حفیظ	 Person
کی	 Other
ایک سوآٹھتر	 Number
رنز	 Other
ناٹ	 Other
آؤٹ	 Other
کی	 Other
شاندار	 Other
اننگز	 Other
نے	 Other
پاکستانی	 Other
ٹیم	 Other
کوسکور	 Other
بورڈ	 Other
پر	 Other
ایک	 Other
بڑا	 Other
سکور	 Other
کرنے	 Other
کا	 Other
موقع	 Other
فراہم	 Other
کردیا	 Other
ہے۔	 Other
 
احمد شہزاد	 Person
اور	 Other
محمد حفیظ	 Person
کی	 Other
غیرموجودگی	 Other
کے	 Other
اثرات	 Other
دبئی	 Location
ٹیسٹ	 Other
میں	 Other
واضح	 Other
طور	 Other
پر	 Other
محسوس	 Other
کیے	 Other
گئے	 Other
تھے	 Other
جہاں	 Other
دونوں	 Other
اوپنرز	 Other
توفیق عمر	 Person
اور	 Other
شان مسعود	 Person
کچھ	 Other
نہ	 Other
کرسکے	 Other
تھے۔	 Other
 
شارجہ	 Location
میں	 Other
[]	 Person
عمر</PERSON>	 Other
کا	 Other
باہر	 Other
بیٹھنا	 Other
یقینی	 Other
تھا	 Other
لیکن	 Other
شان مسعود	 Person
کو	 Other
ایک	 Other
اور	 Other
موقع	 Other
مل	 Other
گیا	 Other
تاہم	 Other
وہ	 Other
اس	 Other
سے	 Other
بھی	 Other
فائدہ	 Other
نہ	 Other
اٹھا	 Other
سکے۔	 Other
 
گیند	 Other
نے	 Other
ان	 Other
کے	 Other
بلے	 Other
اور	 Other
پیڈ	 Other
کے	 Other
درمیان	 Other
راستہ	 Other
دیکھ	 Other
لیا	 Other
ہے۔	 Other
 
Other
وہ	 Other
اب	 Other
تک	 Other
چھ	 Number
اننگز	 Other
میں	 Other
تین	 Number
مرتبہ	 Other
بولڈ	 Other
ہوچکے	 Other
ہیں	 Other
اور	 Other
اپنی	 Other
پہلی	 Other
ٹیسٹ	 Other
اننگز	 Other
میں	 Other
پچہتر	 Number
رنز	 Other
بنانے	 Other
کے	 Other
بعد	 Other
سے	 Other
وہ	 Other
اپنے	 Other
کھاتے	 Other
میں	 Other
رنز	 Other
نہیں	 Other
بلکہ	 Other
مایوسی	 Other
بڑھاتے	 Other
جا	 Other
رہے	 Other
ہیں۔	 Other
 
محمد حفیظ	 Person
نے	 Other
ایک	 Other
اینڈ	 Other
سنبھالتے	 Other
ہوئے	 Other
اپنا	 Other
کام	 Other
خوب	 Other
